dc (V),V1:p (W=3.00e-06) (A),V1:p (W=6.00e-06) (A),V1:p (W=9.00e-06) (A),V1:p (W=1.20e-05) (A),V1:p (W=1.50e-05) (A),V1:p (W=1.80e-05) (A),V1:p (W=2.10e-05) (A),V1:p (W=2.70e-05) (A),V1:p (W=3.00e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 3e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.7e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.4e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.1e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 1.8e-05)),dc (V),V1:p (W=2.40e-05) (A)
600.0E-3,1.613E-6,3.143E-6,4.632E-6,6.118E-6,7.603E-6,9.088E-6,10.57E-6,13.54E-6,15.02E-6,602.0E-3,-373.9E-6,-336.9E-6,-299.9E-6,-262.9E-6,-225.8E-6,600.0E-3,12.06E-6
602.0E-3,1.533E-6,2.988E-6,4.402E-6,5.814E-6,7.226E-6,8.636E-6,10.05E-6,12.87E-6,14.28E-6,604.0E-3,-357.0E-6,-321.7E-6,-286.3E-6,-251.0E-6,-215.6E-6,602.0E-3,11.46E-6
604.0E-3,1.458E-6,2.840E-6,4.183E-6,5.525E-6,6.865E-6,8.205E-6,9.545E-6,12.22E-6,13.56E-6,606.0E-3,-340.7E-6,-307.0E-6,-273.3E-6,-239.6E-6,-205.8E-6,604.0E-3,10.88E-6
606.0E-3,1.386E-6,2.698E-6,3.974E-6,5.248E-6,6.521E-6,7.793E-6,9.066E-6,11.61E-6,12.88E-6,608.0E-3,-325.1E-6,-293.0E-6,-260.8E-6,-228.6E-6,-196.4E-6,606.0E-3,10.34E-6
608.0E-3,1.316E-6,2.563E-6,3.774E-6,4.984E-6,6.192E-6,7.400E-6,8.608E-6,11.02E-6,12.23E-6,610.0E-3,-310.2E-6,-279.5E-6,-248.8E-6,-218.1E-6,-187.4E-6,608.0E-3,9.816E-6
610.0E-3,1.251E-6,2.434E-6,3.584E-6,4.732E-6,5.879E-6,7.026E-6,8.172E-6,10.46E-6,11.61E-6,612.0E-3,-295.8E-6,-266.5E-6,-237.3E-6,-208.0E-6,-178.8E-6,610.0E-3,9.318E-6
612.0E-3,1.188E-6,2.311E-6,3.402E-6,4.491E-6,5.580E-6,6.668E-6,7.756E-6,9.932E-6,11.02E-6,614.0E-3,-282.0E-6,-254.1E-6,-226.2E-6,-198.3E-6,-170.4E-6,612.0E-3,8.844E-6
614.0E-3,1.127E-6,2.194E-6,3.229E-6,4.262E-6,5.295E-6,6.327E-6,7.359E-6,9.423E-6,10.46E-6,616.0E-3,-268.8E-6,-242.2E-6,-215.6E-6,-189.1E-6,-162.5E-6,614.0E-3,8.391E-6
616.0E-3,1.070E-6,2.082E-6,3.063E-6,4.044E-6,5.023E-6,6.002E-6,6.981E-6,8.939E-6,9.918E-6,618.0E-3,-256.1E-6,-230.8E-6,-205.5E-6,-180.2E-6,-154.8E-6,616.0E-3,7.960E-6
618.0E-3,1.016E-6,1.975E-6,2.906E-6,3.835E-6,4.764E-6,5.693E-6,6.621E-6,8.477E-6,9.406E-6,620.0E-3,-244.0E-6,-219.9E-6,-195.7E-6,-171.6E-6,-147.5E-6,618.0E-3,7.549E-6
620.0E-3,963.4E-9,1.873E-6,2.756E-6,3.637E-6,4.517E-6,5.398E-6,6.278E-6,8.038E-6,8.918E-6,622.0E-3,-232.3E-6,-209.4E-6,-186.4E-6,-163.4E-6,-140.5E-6,620.0E-3,7.158E-6
622.0E-3,913.7E-9,1.776E-6,2.613E-6,3.448E-6,4.282E-6,5.117E-6,5.951E-6,7.619E-6,8.453E-6,624.0E-3,-221.2E-6,-199.3E-6,-177.5E-6,-155.6E-6,-133.8E-6,622.0E-3,6.785E-6
624.0E-3,866.4E-9,1.684E-6,2.476E-6,3.268E-6,4.058E-6,4.849E-6,5.640E-6,7.220E-6,8.011E-6,626.0E-3,-210.5E-6,-189.7E-6,-168.9E-6,-148.1E-6,-127.3E-6,624.0E-3,6.430E-6
626.0E-3,821.3E-9,1.596E-6,2.347E-6,3.096E-6,3.845E-6,4.594E-6,5.343E-6,6.841E-6,7.590E-6,628.0E-3,-200.3E-6,-180.5E-6,-160.7E-6,-141.0E-6,-121.2E-6,626.0E-3,6.092E-6
628.0E-3,778.4E-9,1.512E-6,2.223E-6,2.933E-6,3.643E-6,4.352E-6,5.061E-6,6.480E-6,7.189E-6,630.0E-3,-190.5E-6,-171.7E-6,-152.9E-6,-134.1E-6,-115.3E-6,628.0E-3,5.771E-6
630.0E-3,737.5E-9,1.433E-6,2.106E-6,2.778E-6,3.450E-6,4.122E-6,4.793E-6,6.136E-6,6.808E-6,632.0E-3,-181.2E-6,-163.3E-6,-145.4E-6,-127.5E-6,-109.6E-6,630.0E-3,5.465E-6
632.0E-3,698.6E-9,1.357E-6,1.994E-6,2.630E-6,3.266E-6,3.902E-6,4.538E-6,5.810E-6,6.445E-6,634.0E-3,-172.3E-6,-155.3E-6,-138.3E-6,-121.2E-6,-104.2E-6,632.0E-3,5.174E-6
634.0E-3,661.6E-9,1.285E-6,1.888E-6,2.490E-6,3.092E-6,3.694E-6,4.296E-6,5.499E-6,6.101E-6,636.0E-3,-163.7E-6,-147.6E-6,-131.4E-6,-115.2E-6,-99.07E-6,634.0E-3,4.897E-6
636.0E-3,626.3E-9,1.216E-6,1.787E-6,2.357E-6,2.926E-6,3.496E-6,4.065E-6,5.204E-6,5.773E-6,638.0E-3,-155.6E-6,-140.2E-6,-124.9E-6,-109.5E-6,-94.14E-6,636.0E-3,4.635E-6
638.0E-3,592.9E-9,1.151E-6,1.691E-6,2.230E-6,2.769E-6,3.307E-6,3.846E-6,4.924E-6,5.462E-6,640.0E-3,-147.8E-6,-133.2E-6,-118.6E-6,-104.0E-6,-89.43E-6,638.0E-3,4.385E-6
640.0E-3,561.0E-9,1.089E-6,1.599E-6,2.109E-6,2.619E-6,3.129E-6,3.638E-6,4.657E-6,5.167E-6,642.0E-3,-140.3E-6,-126.5E-6,-112.6E-6,-98.79E-6,-84.94E-6,640.0E-3,4.148E-6
642.0E-3,530.8E-9,1.030E-6,1.513E-6,1.995E-6,2.477E-6,2.959E-6,3.441E-6,4.404E-6,4.886E-6,644.0E-3,-133.2E-6,-120.1E-6,-106.9E-6,-93.79E-6,-80.64E-6,642.0E-3,3.922E-6
644.0E-3,502.0E-9,973.8E-9,1.430E-6,1.886E-6,2.342E-6,2.797E-6,3.253E-6,4.164E-6,4.620E-6,646.0E-3,-126.5E-6,-114.0E-6,-101.5E-6,-89.02E-6,-76.55E-6,644.0E-3,3.709E-6
646.0E-3,474.7E-9,920.6E-9,1.352E-6,1.783E-6,2.214E-6,2.644E-6,3.075E-6,3.936E-6,4.367E-6,648.0E-3,-120.0E-6,-108.2E-6,-96.31E-6,-84.48E-6,-72.64E-6,646.0E-3,3.506E-6
648.0E-3,448.8E-9,870.2E-9,1.278E-6,1.685E-6,2.092E-6,2.499E-6,2.906E-6,3.720E-6,4.127E-6,650.0E-3,-113.8E-6,-102.6E-6,-91.37E-6,-80.14E-6,-68.91E-6,648.0E-3,3.313E-6
650.0E-3,424.1E-9,822.3E-9,1.207E-6,1.592E-6,1.977E-6,2.361E-6,2.746E-6,3.515E-6,3.899E-6,652.0E-3,-107.9E-6,-97.30E-6,-86.65E-6,-76.00E-6,-65.35E-6,650.0E-3,3.130E-6
652.0E-3,400.8E-9,776.9E-9,1.141E-6,1.504E-6,1.867E-6,2.231E-6,2.594E-6,3.320E-6,3.683E-6,654.0E-3,-102.3E-6,-92.25E-6,-82.15E-6,-72.06E-6,-61.96E-6,652.0E-3,2.957E-6
654.0E-3,378.6E-9,733.8E-9,1.077E-6,1.421E-6,1.764E-6,2.107E-6,2.450E-6,3.136E-6,3.478E-6,656.0E-3,-97.00E-6,-87.44E-6,-77.87E-6,-68.30E-6,-58.74E-6,654.0E-3,2.793E-6
656.0E-3,357.6E-9,692.9E-9,1.017E-6,1.341E-6,1.665E-6,1.989E-6,2.313E-6,2.961E-6,3.284E-6,658.0E-3,-91.92E-6,-82.85E-6,-73.79E-6,-64.73E-6,-55.66E-6,656.0E-3,2.637E-6
658.0E-3,337.7E-9,654.2E-9,960.4E-9,1.266E-6,1.572E-6,1.878E-6,2.184E-6,2.795E-6,3.101E-6,660.0E-3,-87.08E-6,-78.49E-6,-69.91E-6,-61.32E-6,-52.73E-6,658.0E-3,2.489E-6
660.0E-3,318.8E-9,617.5E-9,906.5E-9,1.195E-6,1.484E-6,1.772E-6,2.061E-6,2.638E-6,2.926E-6,662.0E-3,-82.47E-6,-74.34E-6,-66.21E-6,-58.08E-6,-49.95E-6,660.0E-3,2.349E-6
662.0E-3,300.9E-9,582.7E-9,855.4E-9,1.128E-6,1.400E-6,1.673E-6,1.945E-6,2.489E-6,2.761E-6,664.0E-3,-78.09E-6,-70.39E-6,-62.69E-6,-54.99E-6,-47.29E-6,662.0E-3,2.217E-6
664.0E-3,283.9E-9,549.8E-9,807.1E-9,1.064E-6,1.321E-6,1.578E-6,1.835E-6,2.348E-6,2.605E-6,666.0E-3,-73.92E-6,-66.63E-6,-59.34E-6,-52.06E-6,-44.77E-6,664.0E-3,2.092E-6
666.0E-3,267.8E-9,518.6E-9,761.3E-9,1.004E-6,1.246E-6,1.488E-6,1.731E-6,2.215E-6,2.457E-6,668.0E-3,-69.95E-6,-63.06E-6,-56.16E-6,-49.27E-6,-42.37E-6,666.0E-3,1.973E-6
668.0E-3,252.6E-9,489.1E-9,717.9E-9,946.6E-9,1.175E-6,1.404E-6,1.632E-6,2.089E-6,2.318E-6,670.0E-3,-66.18E-6,-59.66E-6,-53.14E-6,-46.61E-6,-40.09E-6,668.0E-3,1.861E-6
670.0E-3,238.2E-9,461.1E-9,676.9E-9,892.5E-9,1.108E-6,1.323E-6,1.539E-6,1.970E-6,2.185E-6,672.0E-3,-62.60E-6,-56.43E-6,-50.26E-6,-44.09E-6,-37.92E-6,670.0E-3,1.754E-6
672.0E-3,224.6E-9,434.7E-9,638.1E-9,841.3E-9,1.044E-6,1.248E-6,1.451E-6,1.857E-6,2.060E-6,674.0E-3,-59.20E-6,-53.37E-6,-47.53E-6,-41.70E-6,-35.86E-6,672.0E-3,1.654E-6
674.0E-3,211.7E-9,409.7E-9,601.4E-9,792.9E-9,984.4E-9,1.176E-6,1.367E-6,1.750E-6,1.942E-6,676.0E-3,-55.97E-6,-50.46E-6,-44.94E-6,-39.42E-6,-33.91E-6,674.0E-3,1.559E-6
676.0E-3,199.5E-9,386.0E-9,566.7E-9,747.2E-9,927.6E-9,1.108E-6,1.288E-6,1.649E-6,1.830E-6,678.0E-3,-52.90E-6,-47.69E-6,-42.48E-6,-37.26E-6,-32.05E-6,676.0E-3,1.469E-6
678.0E-3,188.0E-9,363.7E-9,533.9E-9,704.0E-9,874.0E-9,1.044E-6,1.214E-6,1.554E-6,1.724E-6,680.0E-3,-49.99E-6,-45.07E-6,-40.14E-6,-35.21E-6,-30.29E-6,678.0E-3,1.384E-6
680.0E-3,177.1E-9,342.5E-9,502.9E-9,663.1E-9,823.3E-9,983.4E-9,1.144E-6,1.464E-6,1.624E-6,682.0E-3,-47.23E-6,-42.58E-6,-37.92E-6,-33.27E-6,-28.61E-6,680.0E-3,1.304E-6
682.0E-3,166.8E-9,322.6E-9,473.6E-9,624.5E-9,775.3E-9,926.2E-9,1.077E-6,1.379E-6,1.529E-6,684.0E-3,-44.61E-6,-40.22E-6,-35.82E-6,-31.42E-6,-27.03E-6,682.0E-3,1.228E-6
684.0E-3,157.0E-9,303.7E-9,445.9E-9,588.0E-9,730.1E-9,872.1E-9,1.014E-6,1.298E-6,1.440E-6,686.0E-3,-42.13E-6,-37.98E-6,-33.83E-6,-29.68E-6,-25.52E-6,684.0E-3,1.156E-6
686.0E-3,147.8E-9,285.9E-9,419.8E-9,553.6E-9,687.3E-9,821.1E-9,954.8E-9,1.222E-6,1.356E-6,688.0E-3,-39.77E-6,-35.85E-6,-31.94E-6,-28.02E-6,-24.10E-6,686.0E-3,1.088E-6
688.0E-3,139.2E-9,269.1E-9,395.1E-9,521.1E-9,647.0E-9,772.9E-9,898.7E-9,1.150E-6,1.276E-6,690.0E-3,-37.54E-6,-33.84E-6,-30.14E-6,-26.45E-6,-22.75E-6,688.0E-3,1.025E-6
690.0E-3,131.0E-9,253.2E-9,371.8E-9,490.4E-9,608.9E-9,727.4E-9,845.9E-9,1.083E-6,1.201E-6,692.0E-3,-35.43E-6,-31.94E-6,-28.45E-6,-24.96E-6,-21.47E-6,690.0E-3,964.3E-9
692.0E-3,123.2E-9,238.2E-9,349.8E-9,461.4E-9,572.9E-9,684.4E-9,795.9E-9,1.019E-6,1.130E-6,694.0E-3,-33.43E-6,-30.13E-6,-26.84E-6,-23.55E-6,-20.25E-6,692.0E-3,907.4E-9
694.0E-3,115.9E-9,224.1E-9,329.1E-9,434.1E-9,539.0E-9,643.9E-9,748.9E-9,958.7E-9,1.064E-6,696.0E-3,-31.53E-6,-28.42E-6,-25.32E-6,-22.21E-6,-19.10E-6,694.0E-3,853.8E-9
696.0E-3,109.0E-9,210.7E-9,309.6E-9,408.3E-9,507.0E-9,605.7E-9,704.4E-9,901.8E-9,1.001E-6,698.0E-3,-29.74E-6,-26.81E-6,-23.88E-6,-20.95E-6,-18.02E-6,696.0E-3,803.1E-9
698.0E-3,102.5E-9,198.2E-9,291.1E-9,384.0E-9,476.9E-9,569.7E-9,662.5E-9,848.2E-9,941.0E-9,700.0E-3,-28.04E-6,-25.28E-6,-22.51E-6,-19.75E-6,-16.99E-6,698.0E-3,755.4E-9
700.0E-3,96.41E-9,186.3E-9,273.7E-9,361.1E-9,448.4E-9,535.7E-9,623.0E-9,797.7E-9,885.0E-9,702.0E-3,-26.43E-6,-23.83E-6,-21.22E-6,-18.62E-6,-16.01E-6,700.0E-3,710.4E-9
702.0E-3,90.63E-9,175.1E-9,257.3E-9,339.5E-9,421.6E-9,503.7E-9,585.8E-9,750.0E-9,832.1E-9,704.0E-3,-24.91E-6,-22.46E-6,-20.00E-6,-17.55E-6,-15.09E-6,702.0E-3,667.9E-9
704.0E-3,85.18E-9,164.6E-9,241.9E-9,319.1E-9,396.3E-9,473.5E-9,550.7E-9,705.1E-9,782.3E-9,706.0E-3,-23.48E-6,-21.16E-6,-18.85E-6,-16.54E-6,-14.22E-6,704.0E-3,627.9E-9
706.0E-3,80.05E-9,154.7E-9,227.3E-9,299.9E-9,372.5E-9,445.1E-9,517.6E-9,662.8E-9,735.3E-9,708.0E-3,-22.12E-6,-19.94E-6,-17.76E-6,-15.58E-6,-13.40E-6,706.0E-3,590.2E-9
708.0E-3,75.21E-9,145.3E-9,213.6E-9,281.8E-9,350.1E-9,418.3E-9,486.5E-9,622.9E-9,691.1E-9,710.0E-3,-20.83E-6,-18.78E-6,-16.73E-6,-14.67E-6,-12.62E-6,708.0E-3,554.7E-9
710.0E-3,70.66E-9,136.5E-9,200.7E-9,264.8E-9,328.9E-9,393.0E-9,457.1E-9,585.3E-9,649.4E-9,712.0E-3,-19.62E-6,-17.69E-6,-15.75E-6,-13.82E-6,-11.89E-6,710.0E-3,521.2E-9
712.0E-3,66.37E-9,128.2E-9,188.5E-9,248.8E-9,309.0E-9,369.3E-9,429.5E-9,550.0E-9,610.2E-9,714.0E-3,-18.47E-6,-16.65E-6,-14.83E-6,-13.01E-6,-11.19E-6,712.0E-3,489.7E-9
714.0E-3,62.33E-9,120.4E-9,177.1E-9,233.7E-9,290.3E-9,346.9E-9,403.5E-9,516.7E-9,573.2E-9,716.0E-3,-17.39E-6,-15.68E-6,-13.96E-6,-12.25E-6,-10.54E-6,714.0E-3,460.1E-9
716.0E-3,58.53E-9,113.0E-9,166.3E-9,219.5E-9,272.6E-9,325.8E-9,379.0E-9,485.3E-9,538.5E-9,718.0E-3,-16.37E-6,-14.76E-6,-13.14E-6,-11.53E-6,-9.917E-6,716.0E-3,432.1E-9
718.0E-3,54.95E-9,106.1E-9,156.1E-9,206.1E-9,256.0E-9,306.0E-9,355.9E-9,455.8E-9,505.7E-9,720.0E-3,-15.41E-6,-13.89E-6,-12.37E-6,-10.85E-6,-9.332E-6,718.0E-3,405.8E-9
720.0E-3,51.58E-9,99.62E-9,146.6E-9,193.5E-9,240.4E-9,287.3E-9,334.2E-9,428.0E-9,474.9E-9,722.0E-3,-14.50E-6,-13.07E-6,-11.64E-6,-10.21E-6,-8.781E-6,720.0E-3,381.1E-9
722.0E-3,48.41E-9,93.49E-9,137.6E-9,181.7E-9,225.7E-9,269.7E-9,313.8E-9,401.9E-9,445.9E-9,724.0E-3,-13.64E-6,-12.29E-6,-10.95E-6,-9.605E-6,-8.260E-6,722.0E-3,357.8E-9
724.0E-3,45.43E-9,87.73E-9,129.1E-9,170.5E-9,211.9E-9,253.2E-9,294.6E-9,377.3E-9,418.6E-9,726.0E-3,-12.83E-6,-11.56E-6,-10.30E-6,-9.035E-6,-7.770E-6,724.0E-3,335.9E-9
726.0E-3,42.63E-9,82.32E-9,121.2E-9,160.0E-9,198.9E-9,237.7E-9,276.5E-9,354.1E-9,393.0E-9,728.0E-3,-12.07E-6,-10.88E-6,-9.686E-6,-8.497E-6,-7.307E-6,726.0E-3,315.3E-9
728.0E-3,39.99E-9,77.23E-9,113.7E-9,150.2E-9,186.6E-9,223.1E-9,259.5E-9,332.4E-9,368.8E-9,730.0E-3,-11.35E-6,-10.23E-6,-9.108E-6,-7.989E-6,-6.870E-6,728.0E-3,296.0E-9
730.0E-3,37.52E-9,72.44E-9,106.7E-9,140.9E-9,175.1E-9,209.3E-9,243.5E-9,311.9E-9,346.1E-9,732.0E-3,-10.67E-6,-9.615E-6,-8.563E-6,-7.511E-6,-6.459E-6,730.0E-3,277.7E-9
732.0E-3,35.19E-9,67.94E-9,100.1E-9,132.2E-9,164.3E-9,196.4E-9,228.5E-9,292.7E-9,324.8E-9,734.0E-3,-10.03E-6,-9.038E-6,-8.049E-6,-7.060E-6,-6.071E-6,732.0E-3,260.6E-9
734.0E-3,33.00E-9,63.72E-9,93.88E-9,124.0E-9,154.1E-9,184.3E-9,214.4E-9,274.6E-9,304.8E-9,736.0E-3,-9.424E-6,-8.495E-6,-7.565E-6,-6.636E-6,-5.706E-6,734.0E-3,244.5E-9
736.0E-3,30.94E-9,59.74E-9,88.04E-9,116.3E-9,144.6E-9,172.9E-9,201.1E-9,257.6E-9,285.9E-9,738.0E-3,-8.857E-6,-7.983E-6,-7.109E-6,-6.236E-6,-5.362E-6,736.0E-3,229.4E-9
738.0E-3,29.01E-9,56.01E-9,82.56E-9,109.1E-9,135.6E-9,162.1E-9,188.7E-9,241.7E-9,268.2E-9,740.0E-3,-8.322E-6,-7.501E-6,-6.680E-6,-5.859E-6,-5.038E-6,738.0E-3,215.2E-9
740.0E-3,27.20E-9,52.51E-9,77.42E-9,102.3E-9,127.2E-9,152.1E-9,176.9E-9,226.7E-9,251.5E-9,742.0E-3,-7.818E-6,-7.047E-6,-6.275E-6,-5.504E-6,-4.733E-6,740.0E-3,201.8E-9
742.0E-3,25.49E-9,49.22E-9,72.58E-9,95.92E-9,119.3E-9,142.6E-9,165.9E-9,212.6E-9,235.9E-9,744.0E-3,-7.344E-6,-6.619E-6,-5.895E-6,-5.170E-6,-4.445E-6,742.0E-3,189.3E-9
744.0E-3,23.89E-9,46.13E-9,68.04E-9,89.93E-9,111.8E-9,133.7E-9,155.6E-9,199.3E-9,221.2E-9,746.0E-3,-6.898E-6,-6.217E-6,-5.536E-6,-4.855E-6,-4.175E-6,744.0E-3,177.5E-9
746.0E-3,22.39E-9,43.23E-9,63.78E-9,84.31E-9,104.8E-9,125.4E-9,145.9E-9,186.9E-9,207.4E-9,748.0E-3,-6.477E-6,-5.838E-6,-5.199E-6,-4.560E-6,-3.920E-6,746.0E-3,166.4E-9
748.0E-3,20.98E-9,40.50E-9,59.77E-9,79.02E-9,98.27E-9,117.5E-9,136.8E-9,175.2E-9,194.5E-9,750.0E-3,-6.082E-6,-5.482E-6,-4.881E-6,-4.281E-6,-3.681E-6,748.0E-3,156.0E-9
750.0E-3,19.65E-9,37.95E-9,56.01E-9,74.07E-9,92.11E-9,110.2E-9,128.2E-9,164.3E-9,182.3E-9,752.0E-3,-5.710E-6,-5.146E-6,-4.583E-6,-4.019E-6,-3.455E-6,750.0E-3,146.2E-9
752.0E-3,18.41E-9,35.55E-9,52.49E-9,69.41E-9,86.33E-9,103.2E-9,120.2E-9,154.0E-9,170.9E-9,754.0E-3,-5.360E-6,-4.831E-6,-4.302E-6,-3.773E-6,-3.243E-6,752.0E-3,137.1E-9
754.0E-3,17.25E-9,33.30E-9,49.18E-9,65.04E-9,80.90E-9,96.76E-9,112.6E-9,144.3E-9,160.2E-9,756.0E-3,-5.031E-6,-4.534E-6,-4.038E-6,-3.541E-6,-3.044E-6,754.0E-3,128.5E-9
756.0E-3,16.15E-9,31.19E-9,46.07E-9,60.94E-9,75.81E-9,90.67E-9,105.5E-9,135.2E-9,150.1E-9,758.0E-3,-4.722E-6,-4.255E-6,-3.789E-6,-3.323E-6,-2.856E-6,756.0E-3,120.4E-9
758.0E-3,15.13E-9,29.21E-9,43.16E-9,57.09E-9,71.03E-9,84.95E-9,98.88E-9,126.7E-9,140.7E-9,760.0E-3,-4.431E-6,-3.993E-6,-3.556E-6,-3.118E-6,-2.680E-6,758.0E-3,112.8E-9
760.0E-3,14.16E-9,27.35E-9,40.42E-9,53.48E-9,66.54E-9,79.59E-9,92.65E-9,118.8E-9,131.8E-9,762.0E-3,-4.157E-6,-3.747E-6,-3.336E-6,-2.925E-6,-2.515E-6,760.0E-3,105.7E-9
762.0E-3,13.26E-9,25.61E-9,37.86E-9,50.10E-9,62.33E-9,74.57E-9,86.80E-9,111.3E-9,123.5E-9,764.0E-3,-3.900E-6,-3.515E-6,-3.130E-6,-2.744E-6,-2.359E-6,762.0E-3,99.03E-9
764.0E-3,12.42E-9,23.98E-9,35.45E-9,46.92E-9,58.39E-9,69.85E-9,81.31E-9,104.2E-9,115.7E-9,766.0E-3,-3.659E-6,-3.297E-6,-2.936E-6,-2.574E-6,-2.213E-6,764.0E-3,92.77E-9
766.0E-3,11.62E-9,22.44E-9,33.20E-9,43.94E-9,54.68E-9,65.42E-9,76.16E-9,97.63E-9,108.4E-9,768.0E-3,-3.432E-6,-3.092E-6,-2.753E-6,-2.414E-6,-2.075E-6,766.0E-3,86.90E-9
768.0E-3,10.88E-9,21.01E-9,31.08E-9,41.15E-9,51.21E-9,61.27E-9,71.33E-9,91.45E-9,101.5E-9,770.0E-3,-3.218E-6,-2.900E-6,-2.582E-6,-2.264E-6,-1.946E-6,768.0E-3,81.39E-9
770.0E-3,10.18E-9,19.66E-9,29.10E-9,38.53E-9,47.96E-9,57.38E-9,66.80E-9,85.65E-9,95.07E-9,772.0E-3,-3.018E-6,-2.720E-6,-2.421E-6,-2.123E-6,-1.825E-6,770.0E-3,76.23E-9
772.0E-3,9.529E-9,18.40E-9,27.24E-9,36.08E-9,44.90E-9,53.73E-9,62.56E-9,80.21E-9,89.03E-9,774.0E-3,-2.830E-6,-2.550E-6,-2.270E-6,-1.990E-6,-1.711E-6,772.0E-3,71.38E-9
774.0E-3,8.917E-9,17.22E-9,25.50E-9,33.77E-9,42.04E-9,50.31E-9,58.58E-9,75.11E-9,83.37E-9,776.0E-3,-2.653E-6,-2.391E-6,-2.128E-6,-1.866E-6,-1.604E-6,774.0E-3,66.84E-9
776.0E-3,8.343E-9,16.11E-9,23.87E-9,31.62E-9,39.36E-9,47.10E-9,54.84E-9,70.33E-9,78.07E-9,778.0E-3,-2.487E-6,-2.241E-6,-1.995E-6,-1.749E-6,-1.503E-6,776.0E-3,62.59E-9
778.0E-3,7.806E-9,15.08E-9,22.34E-9,29.59E-9,36.85E-9,44.10E-9,51.35E-9,65.84E-9,73.09E-9,780.0E-3,-2.331E-6,-2.101E-6,-1.870E-6,-1.640E-6,-1.409E-6,778.0E-3,58.60E-9
780.0E-3,7.302E-9,14.10E-9,20.91E-9,27.70E-9,34.49E-9,41.28E-9,48.07E-9,61.64E-9,68.43E-9,782.0E-3,-2.185E-6,-1.969E-6,-1.753E-6,-1.537E-6,-1.320E-6,780.0E-3,54.86E-9
782.0E-3,6.831E-9,13.19E-9,19.56E-9,25.92E-9,32.28E-9,38.64E-9,44.99E-9,57.70E-9,64.06E-9,784.0E-3,-2.048E-6,-1.845E-6,-1.643E-6,-1.440E-6,-1.237E-6,782.0E-3,51.35E-9
784.0E-3,6.389E-9,12.34E-9,18.30E-9,24.26E-9,30.21E-9,36.16E-9,42.11E-9,54.01E-9,59.96E-9,786.0E-3,-1.919E-6,-1.729E-6,-1.539E-6,-1.349E-6,-1.159E-6,784.0E-3,48.06E-9
786.0E-3,5.976E-9,11.54E-9,17.12E-9,22.70E-9,28.27E-9,33.84E-9,39.42E-9,50.56E-9,56.13E-9,788.0E-3,-1.798E-6,-1.620E-6,-1.442E-6,-1.264E-6,-1.086E-6,786.0E-3,44.99E-9
788.0E-3,5.589E-9,10.80E-9,16.02E-9,21.24E-9,26.46E-9,31.67E-9,36.89E-9,47.32E-9,52.53E-9,790.0E-3,-1.685E-6,-1.518E-6,-1.351E-6,-1.184E-6,-1.018E-6,788.0E-3,42.10E-9
790.0E-3,5.226E-9,10.10E-9,14.99E-9,19.87E-9,24.75E-9,29.64E-9,34.52E-9,44.28E-9,49.16E-9,792.0E-3,-1.578E-6,-1.422E-6,-1.266E-6,-1.110E-6,-953.3E-9,790.0E-3,39.40E-9
792.0E-3,4.886E-9,9.441E-9,14.02E-9,18.59E-9,23.16E-9,27.73E-9,32.30E-9,41.44E-9,46.00E-9,794.0E-3,-1.479E-6,-1.332E-6,-1.186E-6,-1.039E-6,-892.9E-9,792.0E-3,36.87E-9
794.0E-3,4.569E-9,8.827E-9,13.11E-9,17.39E-9,21.67E-9,25.94E-9,30.22E-9,38.77E-9,43.05E-9,796.0E-3,-1.385E-6,-1.248E-6,-1.111E-6,-973.5E-9,-836.3E-9,794.0E-3,34.50E-9
796.0E-3,4.271E-9,8.253E-9,12.26E-9,16.27E-9,20.27E-9,24.27E-9,28.27E-9,36.27E-9,40.28E-9,798.0E-3,-1.297E-6,-1.169E-6,-1.040E-6,-911.7E-9,-783.2E-9,796.0E-3,32.27E-9
798.0E-3,3.993E-9,7.716E-9,11.47E-9,15.21E-9,18.96E-9,22.71E-9,26.45E-9,33.94E-9,37.68E-9,800.0E-3,-1.215E-6,-1.095E-6,-974.1E-9,-853.8E-9,-733.4E-9,798.0E-3,30.19E-9
800.0E-3,3.732E-9,7.213E-9,10.72E-9,14.23E-9,17.73E-9,21.24E-9,24.74E-9,31.75E-9,35.25E-9,802.0E-3,-1.138E-6,-1.025E-6,-912.2E-9,-799.4E-9,-686.7E-9,800.0E-3,28.25E-9
802.0E-3,3.489E-9,6.742E-9,10.03E-9,13.31E-9,16.59E-9,19.87E-9,23.14E-9,29.70E-9,32.98E-9,804.0E-3,-1.065E-6,-959.7E-9,-854.1E-9,-748.5E-9,-642.9E-9,802.0E-3,26.42E-9
804.0E-3,3.261E-9,6.302E-9,9.375E-9,12.44E-9,15.51E-9,18.58E-9,21.65E-9,27.78E-9,30.85E-9,806.0E-3,-997.4E-9,-898.6E-9,-799.7E-9,-700.8E-9,-601.9E-9,804.0E-3,24.71E-9
806.0E-3,3.047E-9,5.889E-9,8.764E-9,11.64E-9,14.51E-9,17.38E-9,20.24E-9,25.98E-9,28.85E-9,808.0E-3,-933.8E-9,-841.3E-9,-748.7E-9,-656.1E-9,-563.5E-9,806.0E-3,23.11E-9
